"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,33.66667,3.5,0.002742857,172.5717,1,0,1,24,1,0
1,0,40.41667,3.115,0.02186308,199.0042,1,0,1,60,1,11
0,3,23.16667,1.8,0.0007401468,0,0,0,0,144,0,4
1,0,29.16667,2.2,0.03820546,69.79333,0,0,2,110,1,10
0,1,25.16667,3.836,0.103933,0,0,0,0,14,1,14
1,2,40.58333,4.386,0.0003870968,163.18,1,0,1,66,1,28
1,0,32.08333,2.7161,0.245766,512.0125,0,0,1,6,1,9
1,0,38.16667,4.04,0.04493018,205.5133,0,0,0,5,1,6
1,0,28.58333,3.12,0.2148416,492.2558,0,0,0,156,0,11
1,0,27.83333,3,0.1608053,401.93,1,0,1,84,1,1
1,0,27.58333,4,0.06829016,179.1783,1,0,3,19,1,9
0,0,38.5,5.97,0.000201005,0,1,0,1,38,1,4
1,0,28.75,2.6,0.1083524,182.1675,1,0,0,12,1,0
1,0,47.91667,8.4,0.1057439,405.3517,1,0,3,28,1,13
1,0,21.91667,3.5,0.13624,61.9525,1,0,0,40,0,4
0,4,36.75,3,0.032497,0,0,0,0,134,0,14
1,0,23.5,2.8,0.003928571,8.333333,1,0,0,60,1,3
0,0,24.08333,2.3,0.04465253,59.1475,0,0,1,12,1,10
1,0,35.33333,1.99,0.03496332,67.0975,0,0,2,14,1,5
1,0,25.25,4.5,0.05416889,203.1333,0,0,0,4,1,8
0,0,35.58333,1.95,0.0006153846,0,0,0,0,70,1,1
1,0,35.83333,3.5,0.06206229,181.015,1,0,1,42,1,11
0,1,27.66667,5.2,0.0005581395,0,0,0,3,97,1,1
0,0,42.16667,1.62,0.01342865,0,0,0,3,29,1,9
1,0,44.83333,2.6,0.1656494,483.0608,0,0,1,48,1,0
1,0,26.83333,2.9,0.006872069,15.94083,1,1,3,26,1,9
1,0,39.25,3.82,0.1451636,462.0208,0,0,0,25,1,11
1,0,35.91667,4,0.00165,4.583333,1,1,2,59,1,13
1,0,44.58333,3.5,0.8778461,34.53167,0,0,0,33,1,7
1,0,24.66667,2.0676,0.04437958,356.7817,0,0,0,14,1,17
0,0,29.83333,4.01,5e-04,0,0,0,0,120,1,11
1,0,39.25,3.4064,0.008915205,180.655,0,1,1,3,1,7
1,0,30.66667,6.7,0.05414866,102.9767,0,0,0,26,0,6
1,0,40.41667,5.43,0.007506077,33.215,0,0,1,14,1,7
1,0,33,1.62,0.01050802,13.68583,1,0,3,25,0,4
1,0,41.25,2.4192,0.05800388,116.3525,1,0,3,172,1,9
1,0,24.66667,3.8,0.05987158,189.1767,0,0,0,12,1,8
1,0,47.41667,3.6,0.03811111,180.655,0,1,1,120,1,7
1,0,65.91666,2.5,0.04856136,118.7133,1,0,1,230,1,8
1,0,49.58333,2.64,0.01074229,15.3325,1,0,3,38,1,3
1,0,32,2.5,0.3822785,15.58333,0,0,0,3,1,5
0,5,35,4.5,0.0005366727,0,1,0,0,144,1,11
0,1,28.16667,2.5,0.0032,0,1,0,1,14,1,6
1,0,57.66667,2.8725,0.06984445,105.125,0,1,0,24,1,10
0,0,53.5,2.4,5e-04,0,1,0,0,57,1,6
1,1,25.16667,6.9,0.06075971,349.2017,0,0,3,160,0,0
1,0,27.16667,1.8,0.0006666667,615.1208,1,0,3,122,1,17
1,0,20.5,2,0.1300521,63.55167,0,0,0,84,1,6
1,0,36.5,2.8,0.2171703,88.73917,0,0,0,95,1,0
1,0,25.08333,1.6949,0.02467697,200.4933,1,0,0,24,0,6
1,1,29.33333,8.124,0.1501082,625.3675,1,0,3,19,1,5
0,1,40.5,4,0.01495,44,0,1,0,40,1,10
1,0,32.83333,2,0.0938035,156.0892,0,0,1,8,1,2
0,1,30.83333,4.35,0.09011575,0,0,0,0,37,0,6
1,0,31.41667,3.56,0.03320618,98.345,0,0,0,72,1,0
0,0,23,3.3,0.0003636364,0,0,0,0,36,1,3
0,0,40.91667,3,0.02586333,0,0,0,0,3,1,0
1,0,31.33333,2.65,0.07259849,159.655,1,0,0,8,0,12
1,0,24.58333,2.3,6e-04,59.1475,0,0,0,12,0,6
0,0,36.5,3,0.2171703,37.58333,1,0,0,95,1,17
1,0,0.5833333,4,0.0726635,113.2492,1,0,0,60,1,3
0,0,28.83333,2.1,0.009285714,0,0,0,0,41,1,11
1,0,45.58333,11.9999,0.06892936,200.4933,1,0,0,24,1,9
1,1,0.5,3.7,0.01336725,9.583333,0,0,0,186,0,5
1,0,23.25,1.434,0.08789534,267.3483,1,0,0,12,1,17
1,0,38.91667,2,0.01952256,59.61917,0,0,3,12,1,5
0,0,32.83333,2.55,0.0004705882,0,0,0,1,6,1,0
0,4,49.16667,3.1144,0.008495376,0,1,0,2,154,0,9
1,1,24.91667,2.3,0.1644965,315.2017,1,0,1,13,1,5
1,0,29.83333,3.1894,4e-04,264.9658,0,0,0,10,1,11
0,1,26.5,4.1,0.0002926829,0,0,0,0,36,0,4
1,0,25.83333,6.2,0.0006091371,950.8641,0,0,0,60,1,6
1,0,41.25,1.85,0.1525236,457.4875,1,0,3,68,1,10
0,1,40.08333,3.2,0.07481575,0,0,0,2,96,1,0
1,0,25.91667,2.4,0.1078696,215.7392,0,0,0,38,1,18
1,0,47.83333,3.1131,0.02505766,745.0383,0,0,0,7,1,11
0,0,24,3.095,0.0002325581,0,1,1,0,12,1,23
1,0,23,1.8,0.02962699,111.8392,1,0,0,37,1,19
1,0,57.08333,2.8,0.1534315,613.6425,1,0,0,138,1,4
1,0,23.83333,2.25,0.1539746,333.6117,0,0,1,6,1,0
1,0,23.16667,2.8,0.0004285714,207.7133,1,0,1,156,0,8
1,0,34.75,3.35,0.05023986,293.0658,1,0,3,18,1,2
1,0,28.5,1.8142,0.05414067,81.435,0,0,0,9,1,22
1,0,33.08333,3.6,0.03882722,116.315,1,0,4,36,1,2
0,2,40.58333,3.1,0.0007920792,0,1,0,2,20,1,5
1,1,24.83333,2.4,0.26509,510.09,1,0,0,24,1,14
0,0,38.66667,2.64,4e-04,0,0,0,3,7,1,2
1,7,21.58333,2.46,0.073052,121.3367,1,0,1,24,1,7
1,0,22.83333,2,0.0229845,37.97417,0,0,0,25,1,11
1,0,35.91667,2.34,0.1833799,357.5908,1,0,4,108,0,11
1,0,25.08333,5.14,0.008949417,214.86,1,0,0,26,1,17
1,0,22.16667,3.6,0.02599111,200.5867,0,0,0,16,1,9
1,0,26.66667,2.216,0.03075632,171.8608,1,0,0,51,1,2
1,0,32,3.65,0.04295223,17.66667,1,0,2,20,1,18
1,0,39.33333,1.51,0.05125828,0,0,0,1,7,0,1
0,0,30.91667,2.5,0.0004615385,0,0,0,0,82,1,0
0,1,35.41667,2.78,0.0004316547,0,1,0,0,6,1,0
0,2,20.25,1.85,0.3426108,0,1,0,0,96,1,2
1,0,36.91667,3.264,0.02482904,67.20167,0,0,0,60,1,16
1,0,28.83333,2.8,0.04662429,108.6233,1,0,0,5,1,14
1,0,32.66667,3.48,0.004068919,0,1,0,3,14,1,13
1,0,35.16667,2.534,0.0004735596,244.6533,0,0,0,13,1,9
1,0,25.5,2.9,0.08015586,38.83333,1,0,0,511,1,0
1,0,49.41667,2.4304,0.2284344,462.6558,0,0,2,29,1,17
1,0,43.41667,6.7,0.03435875,214.9342,0,0,0,300,1,0
1,1,25.41667,4,0.0002637363,508.2908,1,1,3,40,1,7
0,0,24.33333,5.16,0.0002325581,0,1,1,0,86,1,1
1,0,39.66667,2.512,0.002627389,4.583333,1,1,3,36,0,4
1,0,33.25,4.2,0.03867167,135.1842,1,0,2,97,1,2
1,0,21.08333,5.6,0.0004400763,0,0,0,0,18,0,8
1,0,23.41667,1.76,0.1375511,413.5975,0,0,0,28,1,12
0,0,40.16667,1.64,0.0007317073,0,0,0,2,104,1,11
0,0,51.91667,2.8,0.0004285714,0,1,0,0,38,0,11
1,2,40.58333,3.1,0.0007920792,16.91333,0,0,2,20,1,4
1,0,31.25,1.8,0.008123409,38.0625,1,1,2,4,1,26
1,0,23.83333,3,4e-04,136.0408,0,0,1,12,1,9
1,0,26.16667,2.2,0.01145455,20.33333,1,1,0,77,1,0
1,0,22.75,2.1,0.0006666667,71.66666,1,0,0,44,1,2
0,0,24.91667,2.3,0.002961538,5.583333,0,0,0,84,1,21
0,0,26.33333,2.45,6e-04,0,0,0,0,24,1,11
1,0,40.16667,1.9,0.1059958,238.365,1,0,3,108,1,17
1,0,36.58333,5.7,0.1197419,300.9942,1,0,1,36,1,3
1,0,38.16667,4.0188,0.0006666667,552.3417,0,0,3,102,1,3
1,0,26.08333,2,0.045469,113.5892,0,0,0,9,0,8
1,0,22,3.9,0.07661206,99.91666,0,0,0,48,0,3
1,0,23.5,2.8,0.006082192,147.3333,0,0,0,20,1,17
1,0,45.58333,2.86,0.2015343,115.4167,0,0,2,47,1,1
1,0,32.58333,1.8142,0.05414067,304.895,0,0,0,9,1,9
1,0,25.16667,3.5,0.02189943,63.45667,1,0,4,12,1,17
1,0,47,7.125,0.0004303389,149.7,0,0,0,241,1,8
1,0,34.83333,2.5,0.06567625,0,1,0,2,25,0,0
1,0,23.83333,3.3,0.04295223,166.0592,0,0,0,48,1,18
1,1,32.83333,2.2,0.08092181,327.7367,0,0,0,8,1,4
1,1,63.41667,2.1375,0.04545781,0,1,0,1,240,0,7
1,0,36.41667,4,0.0002307692,160.0283,1,0,0,12,1,4
1,0,32.58333,5.5689,0.009285714,201.4825,0,0,0,50,1,6
1,0,52.16667,7,0.01020614,85.24083,0,0,2,18,1,5
0,1,21.58333,2.3,0.0005217391,0,0,0,5,66,1,3
0,0,22.83333,3.1475,0.000381255,0,0,0,0,19,1,0
1,0,41.41667,2.5,0.07657401,130.0267,0,1,0,131,0,3
0,0,40.33333,9.9999,0.00048,0,1,0,4,72,1,21
1,0,25.16667,1.65,0.07904787,112.8783,1,0,0,37,1,8
1,0,36.58333,5.7,0.07156994,568.7742,0,0,1,12,1,16
1,0,23.75,2.9,0.03821552,41.48167,0,0,0,18,1,3
0,0,24.91667,2.9,0.0002553191,0.3125,1,0,3,60,1,8
0,0,48.16667,1.725,0.01221235,16.63417,1,0,0,204,1,18
1,0,32.16667,1.5548,0.0007718034,383.3117,0,0,1,36,1,0
1,0,48.16667,1.7,0.1451636,462.0208,1,0,2,108,1,18
0,0,40.83333,2.5,0.00048,138.5692,0,1,1,96,1,2
1,0,29.83333,2.25,0.1869583,199.795,0,0,0,36,0,0
1,0,20.16667,2.1,0.1538495,304.6225,0,0,1,180,1,6
1,0,21.41667,1.6,0.2893312,144.6417,0,0,0,5,1,14
1,0,21.5,2.68,0.2071184,356.7817,0,0,1,50,1,17
1,0,28.08333,5.47,0.02919232,133.0683,0,1,4,18,1,7
0,3,41.75,3.5,0.04509,0,0,0,2,38,1,19
1,0,30.75,2.6,0.07879038,185.7383,0,0,1,76,0,3
1,0,28.91667,2.1,0.1384924,242.195,0,0,0,24,1,7
0,1,28.33333,1.56,0.3860019,0,0,0,0,74,0,4
1,0,24.08333,2.5,0.229822,400.4475,1,0,1,12,1,4
1,1,38.58333,2.6,0.07939731,171.8608,1,1,0,60,1,9
1,0,31.41667,3.56,0.1932389,281.8067,0,0,0,72,0,3
1,0,24.91667,2,0.0229845,37.97417,0,0,0,25,1,7
1,0,35.91667,4.2,0.002619048,509.0542,0,0,4,59,1,3
1,0,47.41667,5.77,0.0448939,362.7542,1,0,1,288,1,11
1,0,30.16667,3.1,0.01446872,469.2475,1,0,2,30,1,13
1,0,37.08333,2.68,0.1430284,256.1867,0,0,0,12,1,0
1,0,54.41667,9,0.0943482,470.9733,1,0,3,244,1,6
0,0,35.25,6,0.4582348,106.2008,0,0,1,10,1,14
1,0,35.5,7.5,0.0055,128.4267,1,0,4,9,0,12
1,0,21.25,9,0.2599927,1949.862,0,0,2,18,1,7
1,0,20.16667,2.1,0.1538495,7.083333,1,0,1,27,0,14
1,0,23.75,3,0.126377,315.9425,0,0,6,18,0,3
1,0,27.58333,2.6,0.04700183,64.07417,0,0,0,270,0,5
1,0,54.75,5.48,0.0559685,612.8633,0,0,1,146,1,12
1,0,40.33333,2.5,0.02820012,192.4508,1,0,3,172,1,4
1,1,20.5,2.5,0.1573136,327.7367,0,0,0,3,1,3
1,0,28.5,4.3,0.0016,177.6158,0,0,0,108,1,4
1,0,45.41667,2.35,0.067598,365.9058,0,0,0,6,1,0
1,1,20.91667,4,0.042129,140.3467,1,0,2,24,1,4
1,1,32.58333,2,0.009285714,15.58333,0,0,0,61,1,6
0,3,22.91667,2.07,0.0003692308,0,0,0,1,72,1,0
1,0,25.25,3,0.02055556,0,0,0,0,24,0,2
1,0,40.75,7,0.06458829,376.765,1,0,3,60,1,2
1,7,33,3.4,0.00016,0,0,0,0,12,1,8
1,0,38.41667,3.8,0.05987158,189.1767,0,0,0,10,1,6
1,0,25.91667,3.7,0.0004545455,260.1208,1,0,0,7,1,6
1,0,33.16667,1.8,0.1436397,0,1,0,2,48,1,7
1,0,40.91667,2.85,0.07620686,0,0,0,0,120,0,17
1,0,28.33333,3.7,0.05487154,240.4842,0,0,2,33,1,18
1,0,22.08333,6.2,0.006145161,91.7325,0,0,0,60,1,1
1,0,21.25,1.8,0.030976,77.35667,1,0,2,18,0,2
1,0,39.41667,2.236,0.1696903,438.3667,1,0,2,18,1,3
0,0,22.58333,3.86,8e-04,0,0,1,4,48,0,1
1,1,27.08333,2.5224,0.2354365,494.8875,0,0,1,100,1,3
1,0,47.75,1.5,8e-04,324.705,1,0,0,6,1,0
1,0,31.91667,4.4,0.04983705,150.2917,1,0,2,72,1,13
1,0,33.25,3,0.3761903,940.3925,1,0,2,6,1,0
1,1,43.25,5,0.1325831,0,0,0,4,144,1,5
0,6,26.66667,7,0.0001714286,30.54833,1,0,0,24,1,5
1,2,40.41667,3.3,0.115791,192.8183,0,0,0,58,1,8
1,3,25.08333,2.8542,0.0004615385,324.0275,1,1,1,54,1,14
1,1,46.41667,2.2,0.05026682,91.98917,1,0,1,42,0,5
0,0,39.58333,3.65,0.00244898,0,0,0,2,100,1,0
0,9,66.5,1.7,0.0003692308,0,0,0,3,300,1,13
1,0,57.33333,1.65,0.009515151,12.25,1,0,4,24,1,10
1,0,34.16667,2.66,0.08662446,664.1208,1,0,3,81,1,7
1,0,41.83333,4.77,0.003146122,43.20667,1,0,0,16,1,10
1,0,28.5,1.56,0.1239747,437.1342,0,0,0,30,1,3
1,0,27.83333,1.99,0.00015,100.1433,1,0,1,12,1,5
1,0,29.83333,3,0.1110255,51.645,1,0,1,36,1,0
1,0,38.08333,7,0.0092175,631.9725,1,1,0,16,1,8
1,0,55.08333,1.8,0.006611111,445.8058,1,0,0,35,1,9
1,1,38.83333,2.52,0.08646706,181.4142,1,0,0,138,1,9
0,0,19.83333,3,0.00048,0,0,0,0,12,1,18
1,0,33.58333,3.2,0.04542718,121.0558,0,0,0,36,1,0
1,0,40.58333,4.6,0.02651261,101.2983,1,0,2,1,0,0
1,0,27.5,3.2,0.09848222,82.3425,0,0,0,23,1,9
1,0,26,5.2,0.01342865,131.5242,0,0,3,29,1,9
1,0,25.91667,2.4,0.111812,215.7392,0,0,0,9,1,18
0,10,32.25,5,0.00024,0,1,1,1,144,1,13
1,0,32.91667,3.9495,0.068022,169.8883,0,0,0,216,0,5
1,1,24.25,3.5,0.06996286,203.8917,0,0,1,60,1,11
1,0,23.83333,2.97,0.07259849,204.5367,0,0,0,8,1,14
1,0,20.83333,2.236,0.1430284,319.43,0,0,0,72,1,0
1,0,39.41667,3.5,0.06314021,384.8992,0,0,4,12,1,10
1,0,40.83333,1.548,0.00768908,0,0,0,0,28,0,22
1,1,30.16667,7.2904,0.07818501,474.5,0,0,1,43,1,0
1,0,43.58333,3.5,0.04364765,100.3367,0,1,0,44,1,14
1,0,31.25,1.672,0.1011433,64.75584,0,0,0,27,1,13
1,0,34.33333,1.968,0.06387195,103.9167,0,0,0,64,0,1
1,1,31.41667,1.8,0.06917133,172.5717,1,0,1,24,1,8
1,0,26.5,2.6,0.0001276596,239.4867,1,0,1,94,0,13
1,0,26.08333,2,0.01289636,4.583333,1,0,0,36,1,2
1,0,24.16667,3.2,8e-04,109.6092,0,0,2,18,1,0
1,0,37.16667,2.7,0.1720774,239.4867,0,0,1,18,1,13
1,0,32.33333,2.35,0.06976553,136.0408,1,0,0,38,1,10
1,0,39.91667,2.1,0.1384924,105.325,0,0,2,4,1,7
1,0,31.75,10.9999,0.04985151,68.54583,0,0,0,12,1,0
1,0,62.5,2.6545,0.1037453,22.3575,0,0,0,24,1,1
1,1,36.33333,7.35,0.07122857,69.79333,0,0,0,51,0,7
0,1,23,2.625,0.0004571429,0,0,0,0,14,1,2
1,0,28.33333,6.2,0.02667368,355.9683,0,0,0,18,1,9
0,0,38,2.0237,0.2386927,0,0,0,0,14,1,3
1,2,49.16667,3.7,0.143523,442.4458,0,0,4,216,1,11
1,0,39,1.75,0.0004761905,131.6742,0,0,0,113,1,9
1,0,23.58333,4.467,0.1139494,424.1767,0,1,2,63,1,1
1,0,29,2.7,0.0004444444,88.73917,0,0,3,347,0,1
1,0,45.25,3.7,0.06259273,426.8325,0,0,0,28,1,10
1,0,33.58333,2.55,0.0004705882,36.25,0,0,1,36,1,0
1,0,28.5,4.232,0.1239747,337.0583,0,1,1,52,1,5
1,0,40.75,2.1,0.009285714,311.1425,0,0,0,38,1,0
1,1,30.83333,4.35,0.2204731,1010.502,0,0,2,72,0,11
1,3,24.58333,2.2,0.0002926829,1010.502,0,1,0,72,1,6
0,0,25.58333,3,0.006522581,0,0,0,1,40,1,2
1,0,25.5,2.8,0.000617284,461.9217,0,0,0,66,1,1
1,0,41.5,5.1,0.0204978,85.24083,0,0,1,63,1,4
0,0,23.5,7,0.003928571,8.333333,1,0,6,63,1,3
1,0,24.5,2.5,0.3747426,238.365,1,0,0,76,1,9
1,0,32.16667,3.7,0.2000322,32.46416,0,0,1,63,0,6
1,0,26.25,1.9,0.1082892,451.205,1,0,1,5,1,4
1,0,23.83333,2.3,0.0002325581,265.6517,0,0,0,6,1,1
0,5,27.66667,2.12,8e-04,0,0,0,0,44,1,4
1,0,26.08333,4.5,0.142851,523.125,1,1,1,114,1,1
1,0,48.91667,2.8,0.1643857,197.9233,1,0,0,12,1,9
1,0,27.08333,2.5224,0.00244898,494.8875,0,0,1,100,1,0
1,0,27.16667,1.32,0.007309545,12.65083,0,0,1,6,1,2
1,0,32.41667,3.2,0.2004224,320.6758,0,1,1,64,1,1
1,0,32.5,3.7,0.003456757,91.98917,0,0,0,86,1,8
1,0,33.08333,3.26,0.05273589,49.41667,0,0,0,168,1,2
0,0,26.08333,2,0.1700255,0,0,0,0,159,1,4
1,0,22.75,1.82,0.5418599,821.8208,0,0,0,2,1,2
1,0,40.5,3.57,0.07068036,323.9517,0,0,0,27,1,7
1,12,30.41667,1.7305,0.09120428,0,0,0,0,0,1,10
1,0,24.16667,2.15,0.08017754,476.3158,0,0,0,30,1,0
1,0,36.66667,3.8,4e-04,112.9942,1,0,0,77,0,0
0,0,37.16667,2,0.0005714286,0,0,0,0,209,1,3
1,0,26.58333,3.7,0.004068919,248.5058,1,0,0,30,1,15
1,1,20.33333,3.5,0.1757384,319.7925,1,0,1,10,1,0
1,0,25.58333,2.8,0.07412688,165.93,0,0,0,2,1,7
1,1,30.33333,3.7,0.2490915,412.9933,0,0,0,24,1,8
1,0,54.08333,4,6e-04,0,1,0,0,48,1,13
1,0,21,3.9,0.07551762,134.3858,1,0,0,194,1,5
1,0,44.33333,4.3,0.01639512,57.91583,1,0,0,156,1,5
1,0,23.25,1.8,0.0006666667,225.2692,1,0,0,3,0,8
1,0,27.41667,1.6,0.07776695,298.0233,0,0,2,30,0,5
0,2,26.5,2,6e-04,0,0,0,2,60,1,7
1,0,25.91667,2.07,0.0005797101,0,0,0,0,20,1,1
1,0,52.33333,3,0.3980818,737.0808,1,0,2,10,1,2
0,0,41.66667,2.4752,0.0002990431,0,0,0,1,222,1,17
1,0,47.83333,4.68,0.03474402,134.9183,1,0,0,12,1,6
0,0,21.41667,1.77,0.0006779661,0,0,0,0,192,1,1
1,0,29.83333,2.45,0.1085196,34.15583,1,0,1,84,1,25
1,0,20.25,4.5,0.3426108,527.9417,1,0,0,75,1,0
1,0,26.08333,1.944,0.000617284,104.7833,0,0,0,12,1,1
1,0,22.5,2.5,0.00048,175.6442,1,0,2,30,1,0
1,3,26.41667,2.8,0.1596184,466.3475,0,0,0,12,1,16
1,0,0.5833333,3.2875,0.03242008,173.0233,0,0,1,150,1,5
1,0,28.5,4.232,0.1239747,437.1342,0,1,0,30,1,13
1,1,43.5,1.7472,0.0006486487,33.01333,0,0,2,18,1,1
1,0,26,3,0.045469,114.2533,0,0,1,28,1,8
1,0,41.83333,2,0.0003428572,63.55167,0,0,0,111,1,6
1,0,23.75,3,0.03306483,138.5467,0,0,2,14,1,18
1,0,25.25,1.8,0.3213481,683.9883,0,0,0,98,1,5
1,0,25.66667,1.7,0.08007,17.66667,1,0,1,20,1,17
1,0,46.33333,5.5,0.04630688,288.3633,0,0,2,162,1,11
1,0,40.58333,2.5685,6e-04,111.675,0,0,0,7,1,3
0,0,59,1.7,0.0003428572,26.87833,0,0,0,365,0,5
1,0,43.58333,4.5,0.0002666667,151.3367,0,0,0,36,1,2
1,0,23.25,3.3026,0.1166047,4.583333,0,0,1,3,1,8
1,0,25.16667,2.534,0.0004735596,199.795,0,0,0,36,1,0
1,0,32.5,2.5,0.05074,308.25,1,0,0,35,1,4
1,1,25.5,2,0.051839,193.2933,0,0,1,2,1,0
0,0,69.75,2.95,0.0006666667,0,0,0,1,72,0,3
0,0,32.33333,2.5,0.00075,0,0,0,0,93,1,0
1,0,45.58333,3.1475,0.01031111,115.4167,0,0,0,207,1,4
1,0,22,2.1,0.0801425,320.4867,0,0,0,209,1,10
1,0,33.58333,4.566,0.002146299,98.46416,0,0,0,24,1,0
1,1,27.91667,2.85,0.0003428572,0,0,0,0,60,1,2
1,0,31.5,2.47,0.06364079,180.655,0,1,3,94,1,2
1,0,27.66667,2.6,0.02411576,162.4458,1,0,3,60,1,19
0,2,40,4.0248,0.02862341,0,0,0,1,12,0,4
1,0,21.58333,2.1,0.179709,314.4908,0,0,0,12,0,3
1,0,40.58333,1.95,0.1804298,111.675,0,0,0,50,1,3
1,0,25.5,3.5995,0.0003333796,461.9217,0,0,4,14,1,0
0,0,23.5,3.7,0.0003243243,134.2008,0,0,0,84,0,3
1,0,28.25,2.0272,0.2136177,533.6275,0,0,1,7,1,1
1,0,32.33333,4.5,0.1900073,343.6542,0,0,0,48,1,4
0,11,23.83333,2.3,0.0001522843,0,0,0,4,24,1,12
1,0,21.41667,3.5,0.13624,397.0333,1,0,0,131,1,3
1,0,43.66667,2.1,0.04128572,71.66666,1,0,1,44,1,18
1,0,23.08333,5,0.03642203,503.5475,0,0,0,12,1,17
1,0,40.16667,2.45,0.03806583,142.5142,1,0,2,180,1,0
0,0,41.41667,3.5,0.003142857,0,0,0,3,36,1,0
1,0,24.5,3.75,0.2339912,298.4783,0,0,1,12,1,1
0,4,25.83333,1.97,0.0003333333,0,0,0,0,108,1,16
1,0,26.58333,2.2,0.1594194,145.6958,1,0,0,30,1,0
0,0,28.33333,2.5,0.00048,0,0,0,0,82,1,0
0,0,20.75,1.95,0.0006153846,0,0,0,0,14,1,0
1,0,25.08333,3.52,0.02107955,61.16667,1,1,0,15,1,3
1,1,39.41667,1.8769,0.1922946,553.1067,0,0,0,96,1,7
0,0,21.25,3,0.03186978,59.08916,1,0,0,20,1,0
0,0,33.08333,1.7123,0.0006188757,0,0,0,0,96,1,5
1,0,25.75,4,0.026998,176.2717,1,0,0,60,1,5
1,0,25.25,2.2,0.02055556,244.6533,0,0,0,13,0,9
1,0,23.33333,3.3,0.03977939,379.2983,0,0,1,2,1,0
1,0,37.66667,7,0.1386009,64.56,0,0,3,96,1,5
0,0,35.83333,4.5,0.0002666667,0,0,0,6,4,1,0
1,0,34,3,0.0004824121,131.7658,0,0,1,87,1,3
1,0,40.33333,2,0.0723855,120.5592,0,0,0,60,1,11
1,0,22.91667,2.07,0.02910716,78.75083,0,0,0,1,1,6
1,0,19,2.4,0.1672143,390.1667,0,0,0,72,0,6
1,0,26.41667,2.8,0.0921725,215.0692,1,0,1,12,1,16
1,0,33.91667,3.12,0.02673974,270.3683,1,0,0,15,1,7
1,14,31.5,2,6e-04,300.4608,0,0,1,120,1,8
0,2,48.75,2.5,0.00048,0,0,1,1,120,1,3
1,0,36.41667,2.69,0.1130587,282.5633,0,0,2,16,1,0
1,1,40.83333,3.73,0.05783512,179.7708,1,0,3,151,1,7
1,0,32.83333,3.9495,0.1571475,156.0892,1,0,2,8,0,0
1,0,25.33333,1.56,0.01639512,44.9425,1,0,3,12,1,9
0,1,38.16667,1.85,0.0006486487,0,1,0,2,99,1,9
1,0,37.33333,3,0.03028024,124.4758,1,0,1,84,1,11
1,1,24.75,7.6,0.04906355,126.0225,1,0,6,207,0,11
1,0,18.16667,2.82,0.03296432,140.015,1,0,0,2,1,1
1,0,24.58333,2.2,0.06938273,0,0,0,0,36,0,1
1,0,47.5,2.6611,0.09956446,465.9383,0,0,0,269,1,8
0,3,53,11,0.0001090909,0,0,1,0,429,1,0
0,0,33.08333,1.968,0.006455285,9.753333,1,0,0,42,1,2
1,0,31.58333,4.44,0.0002702703,602.9208,1,0,2,12,1,6
1,0,24.5,5.6,0.06905923,149.545,0,0,0,21,0,7
1,0,19.58333,4.18,0.0002870813,0,0,0,0,124,1,2
1,0,35.33333,4.5,0.01804822,214.0975,1,0,1,3,1,0
1,0,29.25,2.51,0.100224,167.04,0,0,1,12,1,1
0,3,46,1.6213,0.0007401468,0,0,0,1,144,1,15
1,0,37.58333,2.2,0.06020943,175.4442,0,0,0,132,1,0
1,0,22.83333,3.5,0.04541571,132.1292,0,1,2,13,1,3
1,0,24.33333,3.9,0.05496077,305.8375,1,0,2,36,1,7
1,0,21.25,2.5,0.2115316,440.6908,0,0,0,4,0,3
1,0,41,6.825,0.1168532,664.6025,1,0,2,303,1,0
0,0,47.75,1.5,0.0006486487,0,0,0,0,192,1,0
0,0,49.16667,9.9999,0.06057946,93.31,0,0,0,4,1,12
1,0,57.58333,1.75,0.08389854,286.57,0,0,0,2,1,0
1,0,24.58333,2.2,0.0836781,146.27,1,0,0,22,1,6
0,1,29.16667,2.2,0.03736278,69.79333,1,0,0,24,1,6
0,2,26.08333,3.5,0.0003361345,0,0,0,2,24,1,7
1,1,41.5,3.8,0.09274364,510.09,1,0,0,67,1,14
1,1,36.41667,2.74,0.01856679,0,1,0,0,76,1,16
1,1,58.91667,2.7,0.003222222,73.1725,1,0,0,51,1,5
1,0,46.25,5.4,0.05977204,268.7242,0,0,4,204,1,0
1,0,30.83333,2.1,0.03306483,159.73,1,0,0,118,1,6
1,0,25.83333,2.5,0.0598016,63.99166,0,0,0,6,0,0
1,0,30,7.5,0.0205616,128.4267,1,0,4,19,1,12
1,0,37.16667,2,8e-04,0,0,0,0,12,1,13
0,0,24.5,1.75,0.0006857143,0,0,0,0,3,1,0
1,5,40.08333,4.4,0.1596997,408.0825,0,0,1,84,0,0
1,1,42.08333,4.7,0.01847894,71.95917,0,1,3,192,1,8
0,0,49,3.3,0.0003846154,111.6175,1,0,0,252,1,2
1,0,30.33333,9,0.07990742,386.0525,0,0,4,132,1,16
0,1,24.58333,1.68,0.0007142857,0,0,0,5,2,1,8
1,0,34.16667,2.37,0.05412025,62.50833,0,0,0,192,1,13
1,0,39.5,4.8,0.00025,159.36,1,0,1,14,1,9
1,0,24.5,3.06,0.011423,434.8775,0,0,0,48,1,4
0,0,25.33333,2.64,0.016231,40.3275,1,0,3,24,1,33
